"","No","City","Contract Review Status","Complaint form / link to complaint process","Contract URL","State","Available Elsewhere Online?","Slack handle of person interested in reviewing this contract.","Expiration Date","Comments","pdfname","pdf_parsing_success"
"408",NA,"East Lansing",NA,NA,"https://www.cityofeastlansing.com/1032/Union-Contracts","MI","Municipal Website",NA,NA,NA,"408-MI-East Lansing",FALSE
"409",NA,"Eastpointe",NA,NA,"http://www.cityofeastpointe.net/index.asp?SEC=B840010D-7184-4E88-9EFD-32482A972675&Type=B_LIST","MI","Municipal Website",NA,NA,NA,"409-MI-Eastpointe",FALSE
"410",NA,"Farmington Hills",NA,NA,"http://www2.fhgov.com/Intranet/HRReferenceDesk/LaborAgreements/LaborAgreementPOAMCurrent.pdf","MI","Municipal Website",NA,NA,NA,"410-MI-Farmington Hills",FALSE
"411",NA,"Flint",NA,NA,"https://www.cityofflint.com/human-resourceslabor-relations/contracts/","MI","Municipal Website",NA,NA,NA,"411-MI-Flint",FALSE
"412",NA,"Grand Rapids",NA,NA,"http://grcity.us/human-resources/Pages/Labor-Relations.aspx","MI","Municipal Website",NA,NA,NA,"412-MI-Grand Rapids",FALSE
"413",NA,"Jackson",NA,NA,"http://www.cityofjackson.org/328/Employee-Contracts","MI","Municipal Website",NA,NA,NA,"413-MI-Jackson",FALSE
"414",NA,"Kalamazoo",NA,NA,"http://www.kalamazoocity.org/benefits-contracts","MI","Municipal Website",NA,NA,NA,"414-MI-Kalamazoo",FALSE
"415",NA,"Lansing",NA,NA,"https://www.mackinac.org/archives/lpi/contracts/33001_2009-06-30_FOP_LN.pdf","MI","Association or Union Website",NA,NA,NA,"415-MI-Lansing",FALSE
"416",NA,"Lincoln Park",NA,NA,"http://www.lincolnpark.govoffice.com/index.asp?SEC=0703D6B7-DB8A-4794-8DD6-AC24C74AB933&DE=62054F5D-F092-4050-AC7F-CB0AA5A71BA3&Type=B_BASIC","MI","Municipal Website",NA,NA,NA,"416-MI-Lincoln Park",FALSE
"417",NA,"Livonia",NA,NA,"http://www.ci.livonia.mi.us/Departments/CivilService/EmployeeInformation.aspx","MI","Municipal Website",NA,NA,NA,"417-MI-Livonia",FALSE
"418",NA,"Madison Heights",NA,NA,"https://www.madison-heights.org/227/Labor-Contracts","MI","Municipal Website",NA,NA,NA,"418-MI-Madison Heights",FALSE
"419",NA,"Midland",NA,NA,"http://cityofmidlandmi.gov/1201/City-of-Midland-Labor-Agreements","MI","Municipal Website",NA,NA,NA,"419-MI-Midland",FALSE
"420",NA,"Novi",NA,NA,"http://www.cityofnovi.org/Government/City-Services/Human-Resources/Contracts-and-Administrative-Personnel-Policy.aspx","MI","Municipal Website",NA,NA,NA,"420-MI-Novi",FALSE
"421",NA,"Portage",NA,NA,"http://www.portagemi.gov/FilesCustom/HtmlEditor/files/Employee%20Development/PPOA%20Agreement%202013-2016,%20signed%20copy,%20CURRENT.pdf","MI","Municipal Website",NA,NA,NA,"421-MI-Portage",FALSE
"422",NA,"Rochester Hills",NA,NA,"https://www.rochesterhills.org/index.aspx?NID=775","MI","Municipal Website",NA,NA,NA,"422-MI-Rochester Hills",FALSE
"423",NA,"Roseville",NA,NA,"http://sanweb.lib.msu.edu/LIR/contracts/c3802.pdf","MI","Other",NA,NA,NA,"423-MI-Roseville",FALSE
"424",NA,"Royal Oaks",NA,NA,"https://www.romi.gov/295/Union-Contracts","MI","Municipal Website",NA,NA,NA,"424-MI-Royal Oaks",FALSE
"425",NA,"Saginaw",NA,NA,"https://www.dropbox.com/s/yoghlk5oixu8xu1/SaginawMI.pdf?dl=0","MI","Not online",NA,NA,NA,"425-MI-Saginaw",FALSE
"426",NA,"Southfield",NA,NA,"https://www.cityofsouthfield.com/CityDepartments/DK/HumanResources/UnionContracts/tabid/752/Default.aspx","MI","Municipal Website",NA,NA,NA,"426-MI-Southfield",FALSE
"427",NA,"Sterling Heights",NA,NA,"https://www.mackinac.org/archives/lpi/contracts/50001_2011-06-30_MAP_L.pdf","MI","Association or Union Website",NA,NA,NA,"427-MI-Sterling Heights",FALSE
"428",NA,"Taylor",NA,NA,"http://www.cityoftaylor.com/993/Collective-Bargaining-Agreements","MI","Municipal Website",NA,NA,NA,"428-MI-Taylor",FALSE
"429",NA,"Troy",NA,NA,"https://troymi.gov/Residents/Government/Open%20Troy/Collective%20Bargaining%20Agreements/TPOA.pdf","MI","Municipal Website",NA,NA,NA,"429-MI-Troy",FALSE
"430",NA,"Warren",NA,NA,"https://www.dropbox.com/s/6h9ydh20fdvt98v/WarrenMI.pdf?dl=0","MI","Not online",NA,NA,NA,"430-MI-Warren",FALSE
"431",NA,"West Bloomfield",NA,NA,"http://www.wbtownship.org/government/departments/human_resources/labor_contracts.php","MI","Municipal Website",NA,NA,NA,"431-MI-West Bloomfield",FALSE
"432",NA,"Westland",NA,NA,"http://www.cityofwestland.com/open-gov/contracts","MI","Municipal Website",NA,NA,NA,"432-MI-Westland",FALSE
"433",NA,"Wyoming",NA,NA,"https://www.dropbox.com/s/w58vr22uky56o6s/WyomingMI.pdf?dl=0","MI","https://www.wyomingmi.gov/Portals/0/Human%20Resources/Transparency%20Reporting/Contracts/Police%202017-2021%20Contract.pdf",NA,NA,NA,"433-MI-Wyoming",TRUE
"434",NA,"Blaine",NA,NA,"https://www.dropbox.com/s/ak14ghpn4jtlojm/BlaineMN.pdf?dl=0","MN","Not online",NA,NA,NA,"434-MN-Blaine",FALSE
"435",NA,"Bloomington",NA,NA,"https://www.dropbox.com/s/ftnfhciwydbq0bo/BloomingtonMN.pdf?dl=0","MN","Not online",NA,NA,NA,"435-MN-Bloomington",TRUE
"436",NA,"Coon Rapids",NA,NA,"https://www.dropbox.com/s/b9lumml80sjqy1b/Coon%20RapidsMI.docx?dl=0","MN","Not online",NA,NA,NA,"436-MN-Coon Rapids",FALSE
"437",NA,"Duluth",NA,NA,"http://www.duluthmn.gov/human-resources/city-union-contracts/","MN","Municipal Website",NA,NA,NA,"437-MN-Duluth",FALSE
"438",NA,"Mankato",NA,NA,"https://www.cityofwinona.com/wp-content/uploads/2013/05/LELS-Police-Officer-Contract-2014_2015.pdf","MN","Municipal Website",NA,NA,NA,"438-MN-Mankato",FALSE
"439",NA,"Moorhead",NA,NA,"http://www.cityofmoorhead.com/departments/administration/human-resources/labor-union-contracts","MN","Municipal Website",NA,NA,NA,"439-MN-Moorhead",FALSE
"440",NA,"Rochester",NA,NA,"https://www.dropbox.com/s/qs3zukv7nmx44pd/RochesterMN.pdf?dl=0","MN","Not online",NA,NA,NA,"440-MN-Rochester",TRUE
"441",NA,"Saint Cloud",NA,NA,"http://www.ci.stcloud.mn.us/154/Labor-Union-Contracts","MN","Municipal Website",NA,NA,NA,"441-MN-Saint Cloud",FALSE
"442",NA,"Shakopee",NA,NA,"https://shakopeemn.novusagenda.com/agendapublic/AttachmentViewer.ashx?AttachmentID=393&ItemID=207","MN","Municipal Website",NA,NA,NA,"442-MN-Shakopee",TRUE
"443",NA,"Woodbury",NA,NA,"https://www.dropbox.com/s/71mhy8i35evssmo/WoodburyMN.pdf?dl=0","MN","Not online",NA,NA,NA,"443-MN-Woodbury",FALSE
"444",NA,"Blue Springs",NA,NA,"https://www.dropbox.com/s/b7uv61x85igxk8k/Blue%20SpringsMO.pdf?dl=0","MO","Not online",NA,NA,NA,"444-MO-Blue Springs",TRUE
"445",NA,"Columbia",NA,NA,"https://columbiamo.s3-us-gov-west-1.amazonaws.com/21326400-11f5-5704-5174-4da126630bc3.pdf?AWSAccessKeyId=AKIAL3HL2O6ZDBRI4EPQ&Expires=1507312280&response-content-disposition=attachment%3B%20filename%3DExhibit_A_to_Ordinance.pdf&Signature=4GcrWmWOiSaHwdlADjo%2Bbg%2B4ft4%3D","MO","Municipal Website",NA,NA,NA,"445-MO-Columbia",FALSE
"446",NA,"Independence",NA,NA,"https://www.dropbox.com/s/zvrr3v691qxabxz/IndependenceMO.pdf?dl=0","MO","Not online",NA,NA,NA,"446-MO-Independence",TRUE
"447",NA,"O'fallon",NA,NA,"https://www.dropbox.com/s/iczc0e38li98bjp/OfallonMO.pdf?dl=0","MO","Not online",NA,NA,NA,"447-MO-O'fallon",TRUE
"448",NA,"Saint Charles",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/stcharles_mo_police_sgts.pdf","MO","Labor Relations Information Systems",NA,NA,NA,"448-MO-Saint Charles",TRUE
"449",NA,"Saint Joseph",NA,NA,"https://www.dropbox.com/s/izxe1whrn7oo2b1/St.%20JosephMO.pdf?dl=0","MO","Not online",NA,NA,NA,"449-MO-Saint Joseph",TRUE
"450",NA,"Springfield",NA,NA,"https://www.springfieldmo.gov/DocumentCenter/View/16676","MO","Municipal Website",NA,NA,NA,"450-MO-Springfield",TRUE
"451",NA,"University City",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/universitycity_mo_police.pdf","MO","Labor Relations Information Systems",NA,NA,NA,"451-MO-University City",TRUE
"452",NA,"Billings",NA,NA,"http://ci.billings.mt.us/427/Labor-Unions","MT","Municipal Website",NA,NA,NA,"452-MT-Billings",FALSE
"453",NA,"Bozeman",NA,NA,"https://www.bozeman.net/government/human-resources/employee-information/union-agreements","MT","Municipal Website",NA,NA,NA,"453-MT-Bozeman",FALSE
"454",NA,"Butte",NA,NA,"http://co.silverbow.mt.us/DocumentCenter/View/6227","MT","Municipal Website",NA,NA,NA,"454-MT-Butte",FALSE
"455",NA,"Great Falls",NA,NA,"https://greatfallsmt.net/hr/collective-bargaining-agreements","MT","Municipal Website",NA,NA,NA,"455-MT-Great Falls",FALSE
"456",NA,"Helena",NA,NA,"http://www.helenamt.gov/hr/labor-agreements.html","MT","Municipal Website",NA,NA,NA,"456-MT-Helena",FALSE
"457",NA,"Missoula",NA,NA,"https://www.ci.missoula.mt.us/339/Labor-Unions","MT","Municipal Website",NA,NA,NA,"457-MT-Missoula",FALSE
"458",NA,"Bellevue",NA,NA,"https://www.dropbox.com/s/4qu3ct8h4sdl1zc/BellevueNE.pdf?dl=0","NE","Not online",NA,NA,NA,"458-NE-Bellevue",TRUE
"459",NA,"Grand Island",NA,NA,"http://www.grand-island.com/your-government/city-clerk/contract-agreement-index","NE","Municipal Website",NA,NA,NA,"459-NE-Grand Island",FALSE
"460",NA,"Concord",NA,NA,"https://www.nh.gov/pelrb/collective/index.htm","NH","State Website",NA,NA,NA,"460-NH-Concord",FALSE
"461",NA,"Dover",NA,NA,"https://www.nh.gov/pelrb/collective/index.htm","NH","State Website",NA,NA,NA,"461-NH-Dover",FALSE
"462",NA,"Manchester",NA,NA,"https://www.nh.gov/pelrb/collective/index.htm","NH","Municipal Website",NA,NA,NA,"462-NH-Manchester",FALSE
"463",NA,"Nashua",NA,NA,"https://www.nh.gov/pelrb/collective/coll_m_r.htm","NH","State Website",NA,NA,NA,"463-NH-Nashua",FALSE
"464",NA,"Rochester",NA,NA,"https://www.nh.gov/pelrb/collective/index.htm","NH","State Website",NA,NA,NA,"464-NH-Rochester",FALSE
"465",NA,"Atlantic City",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"465-NJ-Atlantic City",FALSE
"466",NA,"Bayonne",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"466-NJ-Bayonne",FALSE
"467",NA,"Brick",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"467-NJ-Brick",FALSE
"468",NA,"Camden",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"468-NJ-Camden",FALSE
"469",NA,"Clifton",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"469-NJ-Clifton",FALSE
"470",NA,"East Orange",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"470-NJ-East Orange",FALSE
"471",NA,"Edison",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"471-NJ-Edison",FALSE
"472",NA,"Elizabeth",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"472-NJ-Elizabeth",FALSE
"473",NA,"Fair Lawn",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"473-NJ-Fair Lawn",FALSE
"474",NA,"Fort Lee",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"474-NJ-Fort Lee",FALSE
"475",NA,"Garfield",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"475-NJ-Garfield",FALSE
"476",NA,"Hackensack",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"476-NJ-Hackensack",FALSE
"477",NA,"Hamilton",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"477-NJ-Hamilton",FALSE
"478",NA,"Hoboken",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"478-NJ-Hoboken",FALSE
"479",NA,"Kearny",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"479-NJ-Kearny",FALSE
"480",NA,"Linden",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"480-NJ-Linden",FALSE
"481",NA,"Long Branch",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"481-NJ-Long Branch",FALSE
"482",NA,"New Brunswick",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"482-NJ-New Brunswick",FALSE
"483",NA,"Passaic",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"483-NJ-Passaic",FALSE
"484",NA,"Paterson",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"484-NJ-Paterson",FALSE
"485",NA,"Perth Amboy",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"485-NJ-Perth Amboy",FALSE
"486",NA,"Plainfield",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"486-NJ-Plainfield",FALSE
"487",NA,"Sayreville",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"487-NJ-Sayreville",FALSE
"488",NA,"Trenton",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"488-NJ-Trenton",FALSE
"489",NA,"Union City",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"489-NJ-Union City",FALSE
"490",NA,"Vineland",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"490-NJ-Vineland",FALSE
"491",NA,"West New York",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"491-NJ-West New York",FALSE
"492",NA,"Westfield",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"492-NJ-Westfield",FALSE
"493",NA,"Woodbridge",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","NJ","State Website",NA,NA,NA,"493-NJ-Woodbridge",FALSE
"494",NA,"Albuquerque",NA,NA,"https://www.cabq.gov/humanresources/documents/albuquerquepoliceofficersassociationcontract201415.pdf/view","NM","Municipal Website",NA,NA,NA,"494-NM-Albuquerque",FALSE
"495",NA,"Hobbs",NA,NA,"http://www.hobbspd.com/files/union_contract.pdf","NM","Municipal Website",NA,NA,NA,"495-NM-Hobbs",FALSE
"496",NA,"Las Cruces",NA,NA,"https://www.dropbox.com/s/zvt77sbdonakvjy/Las%20CrucesNM%20%28updated%29.pdf?dl=0","NM","Not online",NA,NA,NA,"496-NM-Las Cruces",FALSE
"497",NA,"Rio Rancho",NA,NA,"http://rrnm.gov/ArchiveCenter/ViewFile/Item/1147","NM","Municipal Website",NA,NA,NA,"497-NM-Rio Rancho",FALSE
"498",NA,"Santa Fe",NA,NA,"https://www.dropbox.com/s/f6zits7z4wstww7/Santa%20FeNM.pdf?dl=0","NM","Not online",NA,NA,NA,"498-NM-Santa Fe",FALSE
"499",NA,"Carson",NA,NA,"http://emrb.nv.gov/Resources/police/Non-Supervisory/","NV","State Website",NA,NA,NA,"499-NV-Carson",FALSE
"500",NA,"Sparks",NA,NA,"http://emrb.nv.gov/Resources/police/Non-Supervisory/","NV","State Website",NA,NA,NA,"500-NV-Sparks",FALSE
"501",NA,"Albany",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"501-NY-Albany",FALSE
"502",NA,"Binghampton",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"502-NY-Binghampton",FALSE
"503",NA,"Cheektowaga",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"503-NY-Cheektowaga",FALSE
"504",NA,"Cicero",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"504-NY-Cicero",FALSE
"505",NA,"Freeport",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"505-NY-Freeport",FALSE
"506",NA,"Hempstead",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"506-NY-Hempstead",FALSE
"507",NA,"Irondequoit",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"507-NY-Irondequoit",FALSE
"508",NA,"Ithaca",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"508-NY-Ithaca",FALSE
"509",NA,"Jamestown",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"509-NY-Jamestown",FALSE
"510",NA,"Long Beach",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"510-NY-Long Beach",FALSE
"511",NA,"Mount Vernon",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"511-NY-Mount Vernon",FALSE
"512",NA,"New Rochelle",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"512-NY-New Rochelle",FALSE
"513",NA,"Niagra Falls",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"513-NY-Niagra Falls",FALSE
"514",NA,"Oyster Bay",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"514-NY-Oyster Bay",FALSE
"515",NA,"Poughkeepsie (City)",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"515-NY-Poughkeepsie (City)",FALSE
"516",NA,"Poughkeepsie (Town)",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"516-NY-Poughkeepsie (Town)",FALSE
"517",NA,"Riverhead",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"517-NY-Riverhead",FALSE
"518",NA,"Rome",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"518-NY-Rome",FALSE
"519",NA,"Schenectady",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"519-NY-Schenectady",FALSE
"520",NA,"Syracuse",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"520-NY-Syracuse",FALSE
"521",NA,"Tonawanda",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"521-NY-Tonawanda",FALSE
"522",NA,"Troy",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"522-NY-Troy",FALSE
"523",NA,"Utica",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"523-NY-Utica",FALSE
"524",NA,"White Plains",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"524-NY-White Plains",FALSE
"525",NA,"Yonkers",NA,NA,"http://seethroughny.net/contracts/","NY","State Website",NA,NA,NA,"525-NY-Yonkers",FALSE
"526",NA,"Akron",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"526-OH-Akron",FALSE
"527",NA,"Beavercreek",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"527-OH-Beavercreek",FALSE
"528",NA,"Boardman",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"528-OH-Boardman",FALSE
"529",NA,"Bowling Green",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"529-OH-Bowling Green",FALSE
"530",NA,"Brunswick",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"530-OH-Brunswick",FALSE
"531",NA,"Canton",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"531-OH-Canton",FALSE
"532",NA,"Cleveland Heights",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"532-OH-Cleveland Heights",FALSE
"533",NA,"Colerain",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"533-OH-Colerain",FALSE
"534",NA,"Cuyahoga Falls",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"534-OH-Cuyahoga Falls",FALSE
"535",NA,"Delaware",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"535-OH-Delaware",FALSE
"536",NA,"Dublin",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"536-OH-Dublin",FALSE
"537",NA,"Elyria",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"537-OH-Elyria",FALSE
"538",NA,"Euclid",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"538-OH-Euclid",FALSE
"539",NA,"Fairborn",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"539-OH-Fairborn",FALSE
"540",NA,"Fairfield",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"540-OH-Fairfield",FALSE
"541",NA,"Findlay",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"541-OH-Findlay",FALSE
"542",NA,"Gahanna",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"542-OH-Gahanna",FALSE
"543",NA,"Grove City",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"543-OH-Grove City",FALSE
"544",NA,"Hamilton",NA,NA,"http://www.perc.state.nj.us/publicsectorcontracts.nsf","OH","State Website",NA,NA,NA,"544-OH-Hamilton",FALSE
"545",NA,"Hilliard",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"545-OH-Hilliard",FALSE
"546",NA,"Huber Heights",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"546-OH-Huber Heights",FALSE
"547",NA,"Kent",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"547-OH-Kent",FALSE
"548",NA,"Kettering",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","Municipal Website",NA,NA,NA,"548-OH-Kettering",FALSE
"549",NA,"Lakewood",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","Municipal Website",NA,NA,NA,"549-OH-Lakewood",FALSE
